dataID,dataSet,original_ID,country,state,locality,year,lat,lon
ebird1225,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS792944654,Brazil,Mato Grosso,Reserva Ecologica Jaguar,2019,-17.1027162,-56.9430464
ebird1226,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS795156166,Brazil,Mato Grosso do Sul,"(-20,241, -56,372)",2019,-20.241196,-56.3724654
ebird1227,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS797424430,Brazil,Mato Grosso do Sul,"BR-262, Miranda BR-MS (-20,2304,-56,3913)",2019,-20.230447,-56.39127
ebird1228,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS797427577,Brazil,Mato Grosso do Sul,"BR-262, Miranda BR-MS (-20,2304,-56,3913)",2019,-20.230447,-56.39127
ebird1229,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS797847255,Brazil,Goiás,"(-13.3779,-46.2844)",2019,-13.377859,-46.284355
ebird1230,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS798389841,Brazil,Goiás,"(-13.3232,-46.1212)",2019,-13.32325,-46.121183
ebird1231,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS798709548,Brazil,Mato Grosso,"BR-MT-Pocone (-17.3658,-56.7802)",2019,-17.365774,-56.78022
ebird1232,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS799202807,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2019,-16.3786111,-56.6208333
ebird1233,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS799520065,Brazil,Mato Grosso,Pantanal--Aymara Lodge,2019,-16.5044313,-56.6752026
ebird1234,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS799532932,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2019,-16.3786111,-56.6208333
ebird1235,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS799730603,Brazil,Mato Grosso,Pousada Rio Claro,2019,-16.570503,-56.727147
ebird1236,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS800502307,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2019,-16.5030776,-56.7453337
ebird1237,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS800623453,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2019,-16.5030776,-56.7453337
ebird1238,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS800755437,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2019,-16.5030776,-56.7453337
ebird1239,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS801123794,Brazil,Tocantins,BR-TO-Mateiros-Rio Novo-ESEC Trecho 1,2019,-10.865805,-46.623708
ebird1240,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS802004204,Brazil,Mato Grosso,Pantanal -- Araras Eco-Lodge,2019,-16.5122399,-56.7117691
ebird1241,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS802311410,Brazil,Mato Grosso,Transpantaneira--MT-060,2019,-16.406895,-56.669912
ebird1242,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS802737774,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2019,-16.3786111,-56.6208333
ebird1243,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS802782082,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2019,-16.3786111,-56.6208333
ebird1244,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS802842770,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2019,-16.3786111,-56.6208333
ebird1245,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS802846027,Brazil,Mato Grosso,"(-16.4183,-56.6086)",2019,-16.418265,-56.608556
ebird1246,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS803447095,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2019,-17.3645242,-56.7751122
ebird1247,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS803716826,Brazil,Mato Grosso,Poconé--Fazenda Santa Tereza (SouthWild Pantanal),2015,-16.7581146,-56.8772335
ebird1248,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS827965269,Brazil,Mato Grosso,Pantanal--Rio Pixaim vicinity,2019,-16.7480953,-56.857471
ebird1249,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS827965098,Brazil,Mato Grosso,Pantanal--Rio Pixaim vicinity,2019,-16.7480953,-56.857471
ebird1250,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS827964926,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2019,-17.3645242,-56.7751122
ebird1251,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS805205649,Brazil,Mato Grosso,Reserva Ecologica Jaguar,2019,-17.1027162,-56.9430464
ebird1252,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS805325627,Brazil,Pará,São Félix do Xingu--área geral,2019,-6.6478232,-51.9957935
ebird1253,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS805481266,Brazil,Goiás,"(-13,3233,-46,1212)",2019,-13.323318,-46.121179
ebird1254,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS805503769,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2019,-16.3786111,-56.6208333
ebird1255,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS805773841,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2019,-17.3645242,-56.7751122
ebird1256,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS805774781,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2019,-17.3645242,-56.7751122
ebird1257,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS805775719,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2019,-16.3786111,-56.6208333
ebird1258,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS805776925,Brazil,Mato Grosso,Pantanal--Aymara Lodge,2019,-16.5044313,-56.6752026
ebird1259,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS806729993,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2019,-16.3786111,-56.6208333
ebird1260,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS806730086,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2019,-16.3786111,-56.6208333
ebird1261,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS808749805,Brazil,Mato Grosso do Sul,Pousada Aguape,2019,-20.0956205,-55.9648456
ebird1262,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS808761293,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2019,-17.3645242,-56.7751122
ebird1263,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS809667426,Brazil,Mato Grosso,Pantanal--Aymara Lodge,2019,-16.5044313,-56.6752026
ebird1264,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS809950550,Brazil,Mato Grosso do Sul,Pousada Aguape,2019,-20.0956205,-55.9648456
ebird1265,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS809951540,Brazil,Mato Grosso do Sul,Pousada Aguape,2019,-20.0956205,-55.9648456
ebird1266,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS810019279,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2019,-17.3645242,-56.7751122
ebird1267,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS810019551,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2019,-17.3645242,-56.7751122
ebird1268,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS810186110,Brazil,Mato Grosso,Hotel Pantanal Mato Grosso--sede,2019,-16.7479566,-56.8570536
ebird1269,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS810323660,Brazil,Mato Grosso do Sul,Pousada Aguape,2019,-20.0956205,-55.9648456
ebird1270,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS810323970,Brazil,Mato Grosso do Sul,Pousada Aguape,2019,-20.0956205,-55.9648456
ebird1271,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS810437567,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2019,-16.3786111,-56.6208333
ebird1272,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS810821355,Brazil,Mato Grosso do Sul,Pousada Aguape,2019,-20.0956205,-55.9648456
ebird1273,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS811158921,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2019,-16.3786111,-56.6208333
ebird1274,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS811174715,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2019,-16.3786111,-56.6208333
ebird1275,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS811511118,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2019,-16.3786111,-56.6208333
ebird1276,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS811529486,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2019,-16.3786111,-56.6208333
ebird1277,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS811731642,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2019,-16.3786111,-56.6208333
ebird1278,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS811809777,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2019,-16.5030776,-56.7453337
ebird1279,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS811849339,Brazil,Mato Grosso,Pantanal--Pousada Rio Claro,2019,-16.6206959,-56.7353135
ebird1280,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS811858444,Brazil,Mato Grosso,Pantanal--Pousada Rio Claro,2019,-16.6206959,-56.7353135
ebird1281,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS811860005,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2019,-16.3786111,-56.6208333
ebird1282,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS812133676,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2019,-16.5030776,-56.7453337
ebird1283,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS812159215,Brazil,Mato Grosso,Pantanal--Pousada Rio Claro,2019,-16.6206959,-56.7353135
ebird1284,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS812273739,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2019,-16.3786111,-56.6208333
ebird1285,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS812273879,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2019,-16.3786111,-56.6208333
ebird1286,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS812371034,Brazil,Mato Grosso,Poconé--Fazenda Santa Tereza (SouthWild Pantanal),2019,-16.7581146,-56.8772335
ebird1287,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS812465732,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2019,-16.5030776,-56.7453337
ebird1288,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS812553170,Brazil,Mato Grosso,Poconé--Fazenda Santa Tereza (SouthWild Pantanal),2019,-16.7581146,-56.8772335
ebird1289,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS812652869,Brazil,Mato Grosso,Poconé--Fazenda Santa Tereza (SouthWild Pantanal),2019,-16.7581146,-56.8772335
ebird1290,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS813211834,Brazil,Mato Grosso,Poconé--Fazenda Santa Tereza (SouthWild Pantanal),2019,-16.7581146,-56.8772335
ebird1291,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS813332680,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2019,-17.3645242,-56.7751122
ebird1292,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS813639883,Brazil,Mato Grosso,Pantanal--Aymara Lodge,2019,-16.5044313,-56.6752026
ebird1293,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS813698149,Brazil,Mato Grosso do Sul,"(-17.3238,-56.5504)",2019,-17.323779,-56.550425
ebird1294,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS813786811,Brazil,Mato Grosso,Pousada Piquiri,2019,-17.3310637,-56.5949482
ebird1295,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS813875154,Brazil,Mato Grosso,"(-17.3276,-56.7580)",2019,-17.327572,-56.758042
ebird1296,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS813895599,Brazil,Mato Grosso,Pantanal--Aymara Lodge,2019,-16.5044313,-56.6752026
ebird1297,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS813897155,Brazil,Mato Grosso,Pantanal -- Campos do Jofre,2019,-17.2992208,-56.8381275
ebird1298,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS813991544,Brazil,Mato Grosso do Sul,Parque Nacional Serra da Bodoquena,2012,-21.1325508,-56.6233123
ebird1299,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS814723754,Brazil,Pará,São Félix do Xingu--área geral,2019,-6.6478232,-51.9957935
ebird1300,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS814420338,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2019,-17.3645242,-56.7751122
ebird1301,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS814729663,Brazil,Mato Grosso,Pantanal--Aymara Lodge,2019,-16.5044313,-56.6752026
ebird1302,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS814732125,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2019,-17.3645242,-56.7751122
ebird1303,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS814854650,Brazil,Mato Grosso,Hotel Pantanal Mato Grosso--sede,2019,-16.7479566,-56.8570536
ebird1304,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS815035147,Brazil,Mato Grosso,Reserva Ecologica Jaguar,2019,-17.1027162,-56.9430464
ebird1305,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS815529026,Brazil,Pará,São Félix do Xingu--área geral,2019,-6.6478232,-51.9957935
ebird1306,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS815810115,Brazil,Pará,"fazendas near Pousada Rio Azul, Novo Progresso",2019,-9.2583257,-56.0082579
ebird1307,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS816082652,Brazil,Mato Grosso,Pantanal--Aymara Lodge,2019,-16.5044313,-56.6752026
ebird1308,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS816088788,Brazil,Mato Grosso,"(-17.0948,-56.9447)",2019,-17.094772,-56.944709
ebird1309,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS816111952,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2019,-16.3786111,-56.6208333
ebird1310,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS816195298,Brazil,Mato Grosso,"(-17.3645,-56.7751)",2019,-17.364511,-56.775106
ebird1311,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS816195829,Brazil,Mato Grosso,"(-17.3643,-56.7758)",2019,-17.364251,-56.775756
ebird1312,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS816762364,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2019,-16.5030776,-56.7453337
ebird1313,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS817035346,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2019,-16.5030776,-56.7453337
ebird1314,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS817342284,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2019,-16.5030776,-56.7453337
ebird1315,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS817683976,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2019,-16.5030776,-56.7453337
ebird1316,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS820119072,Brazil,Mato Grosso do Sul,Miranda--área rural,2011,-20.240962,-56.42671
ebird1317,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS820121212,Brazil,Mato Grosso do Sul,Miranda--área rural,2011,-20.240962,-56.42671
ebird1318,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS820233681,Brazil,Mato Grosso,Reserva Ecologica Jaguar,2019,-17.1027162,-56.9430464
ebird1319,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS822899029,Brazil,Mato Grosso do Sul,Parque Nacional Serra da Bodoquena,2012,-21.1325508,-56.6233123
ebird1320,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS828761363,Brazil,Mato Grosso do Sul,Redário Xaraés,2019,-19.47067,-56.9101014
ebird1321,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS828763006,Brazil,Mato Grosso do Sul,Redário Xaraés,2019,-19.47067,-56.9101014
ebird1322,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS828763191,Brazil,Mato Grosso do Sul,Redário Xaraés,2019,-19.47067,-56.9101014
ebird1323,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS828764496,Brazil,Mato Grosso do Sul,Redário Xaraés,2019,-19.47067,-56.9101014
ebird1324,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS828764597,Brazil,Mato Grosso do Sul,Redário Xaraés,2019,-19.47067,-56.9101014
ebird1325,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS828764802,Brazil,Mato Grosso do Sul,Redário Xaraés,2019,-19.47067,-56.9101014
ebird1326,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS828766451,Brazil,Mato Grosso do Sul,Redário Xaraés,2019,-19.47067,-56.9101014
ebird1327,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS828767435,Brazil,Mato Grosso do Sul,Redário Xaraés,2019,-19.47067,-56.9101014
ebird1328,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS828768357,Brazil,Mato Grosso do Sul,Redário Xaraés,2019,-19.47067,-56.9101014
ebird1329,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS828769355,Brazil,Mato Grosso do Sul,Redário Xaraés,2019,-19.47067,-56.9101014
ebird1330,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS828769919,Brazil,Mato Grosso do Sul,Redário Xaraés,2019,-19.47067,-56.9101014
ebird1331,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS828770127,Brazil,Mato Grosso do Sul,Redário Xaraés,2019,-19.47067,-56.9101014
ebird1332,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS828770580,Brazil,Mato Grosso do Sul,Redário Xaraés,2019,-19.47067,-56.9101014
ebird1333,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS828771369,Brazil,Mato Grosso do Sul,Redário Xaraés,2019,-19.47067,-56.9101014
ebird1334,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS828771794,Brazil,Mato Grosso do Sul,Redário Xaraés,2019,-19.47067,-56.9101014
ebird1335,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS829569147,Brazil,Mato Grosso do Sul,Redário Xaraés,2019,-19.47067,-56.9101014
ebird1336,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS88476496,Brazil,Mato Grosso,Pantanal--Rio Pixaim vicinity,1999,-16.7480953,-56.857471
ebird1337,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS834884692,Brazil,Pará,São Félix do Xingu--área geral,2019,-6.6478232,-51.9957935
ebird1338,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS853133023,Brazil,Pará,Projeto 118 - Canaã dos Carajás - PA,2020,-6.453883,-50.148645
ebird1339,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS864464164,Brazil,Pará,Canaã dos Carajás - PA,2020,-6.498424,-50.025223
ebird1340,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS870151649,Brazil,Mato Grosso do Sul,Pousada e Camping Santa Clara,2020,-19.4473311,-57.0757502
ebird1341,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS870151975,Brazil,Mato Grosso do Sul,"State of Mato Grosso do Sul, BR (-19,27, -56,838)",2020,-19.270288,-56.8382886
ebird1342,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS870209171,Brazil,Pará,(Sapucaia,2020,-6.9297319,-49.6452373
ebird1343,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS875150114,Brazil,Pará,"Unnamed Road, Pará, BR (-6,823, -50,507)",2020,-6.8226132,-50.5072963
ebird1344,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS877445773,Brazil,Mato Grosso do Sul,Passo do Lontra Parque Hotel,2020,-19.5798971,-57.0211485
ebird1345,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS886290972,Brazil,Pará,"30 de mar de 2020 22:22-6,732, -51,751",2020,-6.7317587,-51.7509655
ebird1346,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS912684200,Brazil,Pará,São Félix do Xingu--área geral,2020,-6.6478232,-51.9957935
ebird1347,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS948824552,Brazil,Mato Grosso do Sul,Refugio Ecologico Caiman,2020,-19.9526426,-56.3044081
ebird1348,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS962218416,Brazil,Mato Grosso do Sul,Refugio Ecologico Caiman,2020,-19.9526426,-56.3044081
ebird1349,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS964480193,Brazil,Mato Grosso do Sul,RPPN Dona Aracy,2020,-19.9396927,-56.3768199
ebird1350,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS964540854,Brazil,Mato Grosso do Sul,Refugio Ecologico Caiman,2020,-19.9526426,-56.3044081
ebird1351,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS964541023,Brazil,Mato Grosso do Sul,Refugio Ecologico Caiman,2020,-19.9526426,-56.3044081
ebird1352,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS964846588,Brazil,Mato Grosso do Sul,Refugio Ecologico Caiman,2020,-19.9526426,-56.3044081
ebird1353,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS103065773,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2010,-16.3786111,-56.6208333
ebird1354,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS970230321,Brazil,Tocantins,vereda -- área particular -- Chapada Da Natividade -- TO.,2020,-11.629625,-48.1045933
ebird1355,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS970456267,Brazil,Mato Grosso do Sul,Refugio Ecologico Caiman,2020,-19.9526426,-56.3044081
ebird1356,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS970490912,Brazil,Mato Grosso do Sul,Refugio Ecologico Caiman,2020,-19.9526426,-56.3044081
ebird1357,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS970827652,Brazil,Mato Grosso do Sul,Refugio Ecologico Caiman,2020,-19.9526426,-56.3044081
ebird1358,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS113588267,Brazil,Mato Grosso,Pantanal--P. Jofre boat on Rio Cuiabá & tributaries,2010,-17.2826279,-56.6988087
ebird1359,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS129229114,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2010,-16.3786111,-56.6208333
icmbio0001,icmbio,ARA-FOT-564,Brazil,MS,Miranda,2015,-19.954167,-56.304167
icmbio0003,icmbio,ARA-LIT-5029,Brazil,MS,Porto Murtinho,2005,-22.066667,-57.566667
icmbio0004,icmbio,ARA-LIT-5030,Brazil,MS,Porto Murtinho,2005,-22.1,-57.733333
icmbio0005,icmbio,ARA-LIT-5031,Brazil,MT,Paranaita,2013,-9.883333,-56.466667
icmbio0007,icmbio,ARA-LIT-5033,Brazil,MS,Aquidauana,NA,-19.574778,-56.243639
icmbio0008,icmbio,ARA-LIT-5034,Brazil,PA,Juruti,2002,-2.15,-56.083333
icmbio0010,icmbio,ARA-LIT-5036,Brazil,MT,Barao de Melgaco,NA,-16.475278,-56.296944
icmbio0011,icmbio,ARA-LIT-5037,Brazil,PA,Santarem,NA,-2.43333,-54.7
icmbio0012,icmbio,ARA-LIT-5038,Brazil,PA,Santarem,NA,-2.4,-54.68333
icmbio0013,icmbio,ARA-LIT-5039,Brazil,PA,Santarem,1905,-2.43,-54.7
icmbio0015,icmbio,ARA-LIT-5041,Brazil,PA,Novo Progresso,NA,-7.15,-55.48333
icmbio0016,icmbio,ARA-LIT-5042,Brazil,PA,Novo Progresso,2004,-9.266667,-54.933333
icmbio0017,icmbio,ARA-LIT-5043,Brazil,PA,Novo Progresso,2004,-9.366667,-54.9
icmbio0019,icmbio,ARA-LIT-5045,Brazil,MT,Cuiaba,2006,-15.433333,-55.733333
icmbio0020,icmbio,ARA-LIT-5046,Brazil,PA,Altamira,NA,-3.65,-52.37
icmbio0021,icmbio,ARA-LIT-5047,Brazil,PA,Altamira,2005,0,-52.206
icmbio0022,icmbio,ARA-LIT-5048,Brazil,PA,Monte Alegre,NA,-2.01667,-54.06667
icmbio0023,icmbio,ARA-LIT-5049,Brazil,MT,Nova Xavantina,NA,-14.67,-52.35
icmbio0026,icmbio,ARA-LIT-5052,Brazil,MT,Cocalinho,NA,-14.33,-51
icmbio0027,icmbio,ARA-LIT-5053,Brazil,GO,Uruacu,NA,-14.5,-49.16667
icmbio0028,icmbio,ARA-LIT-5054,Brazil,TO,Peixe,NA,-12.05,-48.533333
icmbio0029,icmbio,ARA-LIT-5055,Brazil,TO,Araguatins,1969,-5.65,-48.116667
icmbio0031,icmbio,ARA-LIT-5057,Brazil,TO,Parana,NA,-13.39603,-47.70556
icmbio0032,icmbio,ARA-LIT-5058,Brazil,TO,Itapiratins,NA,-8.4,-48.066667
icmbio0033,icmbio,ARA-LIT-5059,Brazil,TO,Arraias,NA,-12.933333,-46.95
icmbio0036,icmbio,ARA-LIT-5062,Brazil,TO,Mateiros,2008,-10.206367,-46.587875
icmbio0038,icmbio,ARA-LIT-5064,Brazil,PI,Morro Cabeca No Tempo,2008,-9.652389,-44.035964
icmbio0039,icmbio,ARA-LIT-5065,Brazil,MS,Corumba,NA,-19.01667,-57.65
icmbio0043,icmbio,ARA-LIT-5069,Brazil,MS,Corumba,NA,-18.987583,-56.61925
icmbio0046,icmbio,ARA-LIT-5072,Brazil,MT,Pocone,NA,-17.65,-57.46
icmbio0048,icmbio,ARA-LIT-5074,Brazil,MT,Porto Estrela,NA,-15.65,-57.22
icmbio0049,icmbio,ARA-LIT-5075,Brazil,PA,Trairao,NA,-5.0381,-55.5189
icmbio0050,icmbio,ARA-LIT-5076,Brazil,PA,Trairao,NA,-5.0381,-55.5189
icmbio0051,icmbio,ARA-LIT-5077,Brazil,PA,Santarem,NA,-3.11,-55.248
icmbio0052,icmbio,ARA-LIT-5078,Brazil,PA,Novo Progresso,NA,-8.415,-55.3856
icmbio0053,icmbio,ARA-LIT-5079,Brazil,PA,Novo Progresso,NA,-8.415,-55.3856
icmbio0054,icmbio,ARA-LIT-5080,Brazil,MT,Cuiaba,NA,-15.3,-55.9
icmbio0055,icmbio,ARA-LIT-5081,Brazil,MT,Cuiaba,NA,-15.3,-55.9
icmbio0056,icmbio,ARA-LIT-5082,Brazil,PA,Altamira,NA,-5.438,-53.844
icmbio0057,icmbio,ARA-LIT-5083,Brazil,PA,Altamira,NA,-8.7333,-54.95
icmbio0058,icmbio,ARA-LIT-5084,Brazil,PA,Altamira,NA,-8.7333,-54.95
icmbio0059,icmbio,ARA-LIT-5085,Brazil,PA,Belterra,NA,-3.08333,-55.1
icmbio0060,icmbio,ARA-LIT-5086,Brazil,PA,Sao Felix do Xingu,NA,-5.857,-52.97
icmbio0061,icmbio,ARA-LIT-5087,Brazil,PA,Sao Felix do Xingu,NA,-5.857,-52.97
