dataID,dataSet,original_ID,country,state,locality,year,lat,lon
ebird0531,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS679358807,Brazil,Mato Grosso,Poconé--Fazenda Santa Tereza (SouthWild Pantanal),2018,-16.7581146,-56.8772335
ebird0532,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS640943360,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2018,-17.3645242,-56.7751122
ebird0533,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS649537747,Brazil,Mato Grosso,Pantanal -- Pousada Canto do Arancuã (correct location),2018,-16.578415,-56.720427
ebird0534,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS645994879,Brazil,Mato Grosso do Sul,"Pousada Piqui , Aquidauana BR-MS (-20.1962,-55.9278)",2018,-20.196213,-55.927831
ebird0535,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS648522492,Brazil,Pará,Sede Porangai,2018,-6.6045971,-49.3609425
ebird0536,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS575037244,Brazil,Mato Grosso,"Pocone - MT, Pocone BR-MT (-17,3543,-56,7687) Jaguar Camp",2018,-17.354311,-56.768735
ebird0537,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS645451788,Brazil,Mato Grosso do Sul,Pousada Aguape,2018,-20.0956205,-55.9648456
ebird0538,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS820957738,Brazil,Mato Grosso do Sul,Pousada Aguape,2018,-20.0956205,-55.9648456
ebird0539,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS640325556,Brazil,Mato Grosso,"(-17.1215,-56.9433)",2018,-17.121506,-56.943281
ebird0540,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS670428115,Brazil,Mato Grosso,Alta Floresta--Floresta Amazonica Hotel,2018,-9.8779389,-56.0985206
ebird0541,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS661423978,Brazil,Mato Grosso do Sul,"Mato Grosso del Sur, BR (-20.108, -55.972)",2018,-20.1079208,-55.9717824
ebird0542,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS615311922,Bolivia,Santa Cruz,Curichi San Matias,2018,-16.3335657,-58.4352064
ebird0543,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS641062933,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2018,-16.5030776,-56.7453337
ebird0544,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS644777177,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2018,-17.3645242,-56.7751122
ebird0545,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS575718998,Brazil,Mato Grosso do Sul,"Miranda - MS, Miranda BR-MS (-19,9631,-56,3070)",2018,-19.963125,-56.30703
ebird0546,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS668575505,Brazil,Pará,Xinguara--Fazenda Porangaí,2018,-6.6046206,-49.3608332
ebird0547,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS687974816,Brazil,Pará,Xinguara--Fazenda Porangaí,2018,-6.6046206,-49.3608332
ebird0548,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS628442181,Brazil,Pará,Sede Porangai,2018,-6.6045971,-49.3609425
ebird0549,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS670649157,Brazil,Mato Grosso do Sul,Pousada Aguape,2018,-20.0956205,-55.9648456
ebird0550,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS654203226,Brazil,Pará,Rio Azul Jungle Lodge,2018,-9.2466507,-55.9879589
ebird0551,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS662142662,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0552,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS664275491,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0553,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS646366660,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0554,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS651363435,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2018,-16.5030776,-56.7453337
ebird0555,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS672977240,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2018,-17.3645242,-56.7751122
ebird0556,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS648823705,Brazil,Mato Grosso do Sul,Refugio Ecologico Caiman,2018,-19.9526426,-56.3044081
ebird0557,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS920343742,Brazil,Mato Grosso do Sul,Pousada Sao Joao (Pantanal sur),2018,-19.4009595,-57.0402297
ebird0558,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS641291738,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2018,-16.5030776,-56.7453337
ebird0559,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS815787632,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2018,-17.3645242,-56.7751122
ebird0560,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS633716529,Brazil,Mato Grosso,"Mato Grosso, BR (-16,95, -56,352)",2018,-16.9501343,-56.3521942
ebird0561,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS636760294,Brazil,Mato Grosso do Sul,Old Bridge - Caiman Ecological Refuge,2018,-19.956119,-56.304618
ebird0562,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS647315309,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0563,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS825660368,Brazil,Mato Grosso do Sul,Pousada Aguape,2018,-20.095621,-55.964846
ebird0564,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS646420795,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0565,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS641225217,Brazil,Mato Grosso,Poconé--Fazenda Santa Tereza (SouthWild Pantanal),2018,-16.7581146,-56.8772335
ebird0566,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS768808166,Brazil,Mato Grosso,Pantanal,2018,-16.5030951,-56.7454684
ebird0567,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS768812679,Brazil,Mato Grosso,Pantanal,2018,-16.5030951,-56.7454684
ebird0568,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS615616406,Brazil,Pará,Projeto S11D - Canaã dos Carajás - PA,2018,-6.449686,-50.313256
ebird0569,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS903667135,Brazil,Mato Grosso,"Parque nacional del Pantanal Matogrossense, Porto Jofre",2018,-17.3477896,-56.7695402
ebird0570,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS662142713,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0571,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS596783412,Brazil,Mato Grosso do Sul,Campo Grande,2018,-20.4677068,-54.6314478
ebird0572,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS574829795,Brazil,Pará,Sede Porangai,2018,-6.6045971,-49.3609425
ebird0573,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS820960963,Brazil,Mato Grosso do Sul,Pousada Aguape,2018,-20.0956205,-55.9648456
ebird0574,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS669845786,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0575,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS663799898,Brazil,Mato Grosso do Sul,Miranda--Fazenda San Francisco,2018,-20.0857721,-56.6153791
ebird0576,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS662306286,Brazil,Tocantins,Jalapão Eco Lodge,2018,-10.150329,-46.879674
ebird0577,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS640242382,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2018,-16.5030776,-56.7453337
ebird0578,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS566602736,Brazil,Pará,Z1,2018,-3.92782,-51.065892
ebird0579,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS649587686,Brazil,Mato Grosso,River Trail,2018,-16.7501729,-56.8630389
ebird0580,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS637264252,Brazil,Mato Grosso do Sul,Trilha do Tamanduá,2018,-20.4372083,-55.6599194
ebird0581,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS769864370,Brazil,Goiás,"Trilha 7 quedas, BR (-14,094, -47,755)",2018,-14.0941199,-47.7549189
ebird0582,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS644151325,Brazil,Mato Grosso,"Porto Jofre, Mato Grosso, BR (-17.339, -56.77)",2018,-17.3387,-56.7698768
ebird0583,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS658987336,Brazil,Maranhão,"MA-006, Maranhão, BR (-7,843, -46,019)",2018,-7.8434904,-46.0191888
ebird0584,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS572124088,Brazil,Tocantins,"(-11,6541,-49,2205)",2018,-11.654095,-49.220509
ebird0585,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS638673897,Brazil,Mato Grosso,"(-16.4072,-56.6701)",2018,-16.407192,-56.670112
ebird0586,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS649867256,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0587,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS669094847,Brazil,Pará,Kendjam lodge,2018,-7.682565,-53.373699
ebird0588,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS639355309,Brazil,Mato Grosso,Pantanal--P. Jofre boat on Rio Cuiabá & tributaries,2018,-17.2826279,-56.6988087
ebird0589,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS569159356,Brazil,Pará,"(-4,5747,-50,7574)",2018,-4.57466,-50.757415
ebird0590,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS909923478,Brazil,Mato Grosso,"Ruta Transpantaneira, Mato Grosso , Brasil",2018,-16.1250146,-56.6117942
ebird0591,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS664799039,Brazil,Mato Grosso do Sul,Pousada Aguape,2018,-20.0956205,-55.9648456
ebird0592,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS626710955,Brazil,Mato Grosso do Sul,Miranda MS,2018,-20.227099,-54.926043
ebird0593,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS642498811,Brazil,Mato Grosso do Sul,Refugio Ecologico Caiman,2018,-19.9526426,-56.3044081
ebird0594,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS679768818,Brazil,Mato Grosso,Reserva Ecologica Jaguar,2018,-17.1027162,-56.9430464
ebird0595,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS650525128,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0596,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS643822651,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0597,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS649289510,Brazil,Mato Grosso,Pantanal -- Pousada Canto do Arancuã (correct location),2018,-16.578415,-56.720427
ebird0598,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS636527362,Brazil,Mato Grosso do Sul,Caiman Lodge-Monkey Trail,2018,-19.92771,-56.250964
ebird0599,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS604276552,Brazil,Mato Grosso do Sul,"(-20,1965,-56,5219)",2018,-20.196501,-56.521941
ebird0600,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS664371784,Brazil,Mato Grosso do Sul,Miranda MS,2018,-20.227099,-54.926043
ebird0601,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS641968299,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0602,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS641539387,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2018,-16.5030776,-56.7453337
ebird0603,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS665727520,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2018,-17.3645242,-56.7751122
ebird0604,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS665731952,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2018,-17.3645242,-56.7751122
ebird0605,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS625428418,Brazil,Pará,"State of Pará, BR (-9.401, -56.104)",2018,-9.4011057,-56.1036268
ebird0606,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS648764272,Brazil,Mato Grosso,Pantanal--Rio Pixaim vicinity,2018,-16.7480953,-56.857471
ebird0607,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS665730884,Brazil,Mato Grosso,Pantanal--Trecho Sul da Transpantaneira (km 120 até Porto Jofre),2018,-17.1174301,-56.9291611
ebird0608,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS641846311,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0609,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS650013871,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0610,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS650895249,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0611,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS647034973,Brazil,Pará,Guará,2018,-2.619515,-52.041223
ebird0612,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS649128846,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2018,-16.5030776,-56.7453337
ebird0613,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS664385426,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2018,-17.3645242,-56.7751122
ebird0614,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS638818699,Brazil,Mato Grosso,Reserva Ecologica Jaguar,2018,-17.1027162,-56.9430464
ebird0615,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS919306324,Brazil,Mato Grosso do Sul,Pousada Sao Joao (Pantanal sur),2018,-19.4009595,-57.0402297
ebird0616,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS591754520,Brazil,Mato Grosso do Sul,"Bodoquena - MS, Bodoquena BR-MS (-20,5985,-56,6894)",2018,-20.598509,-56.689361
ebird0617,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS641081708,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0618,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS647205075,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2018,-16.5030776,-56.7453337
ebird0619,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS640683201,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2018,-17.3645242,-56.7751122
ebird0620,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS654178923,Brazil,Pará,Fazenda Porangaí - Xinguara - PA,2018,-6.604906,-49.360425
ebird0621,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS637362711,Brazil,Mato Grosso do Sul,Estrada boiadeira (MS-170),2018,-20.3089718,-55.8460379
ebird0622,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS636398776,Brazil,Mato Grosso do Sul,Caiman Lodge-Ninho Trail,2018,-19.958802,-56.243705
ebird0623,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS660772768,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0624,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS664204606,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0625,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS651348392,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2018,-16.5030776,-56.7453337
ebird0626,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS654927179,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2018,-16.5030776,-56.7453337
ebird0627,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS645211402,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0628,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS643649237,Brazil,Mato Grosso,Poconé--Fazenda Santa Tereza (SouthWild Pantanal),2018,-16.7581146,-56.8772335
ebird0629,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS695912274,Brazil,Mato Grosso,Transpantaneira - Poconé,2018,-16.5097343,-56.7081028
ebird0630,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS641676756,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2018,-16.5030776,-56.7453337
ebird0631,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS668537850,Brazil,Pará,"(-6,4520,-50,3138)",2018,-6.45203,-50.313784
ebird0632,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS646267978,Brazil,Mato Grosso do Sul,"Barra Mansa Mato Grosso do Sul, BR (-19,588, -56,088)",2018,-19.58813,-56.0881519
ebird0633,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS622086317,Brazil,Pará,Sede Porangai,2018,-6.6045971,-49.3609425
ebird0634,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS679774214,Brazil,Mato Grosso,"(-16,3957,-56,5899)",2018,-16.395727,-56.58989
ebird0635,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS820969193,Brazil,Mato Grosso do Sul,Pousada Aguape,2018,-20.0956205,-55.9648456
ebird0636,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS642494628,Brazil,Mato Grosso do Sul,Refugio Ecologico Caiman,2018,-19.9526426,-56.3044081
ebird0637,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS825578495,Brazil,Mato Grosso do Sul,Pousada Aguape,2018,-20.095621,-55.964846
ebird0638,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS661198740,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2018,-17.3645242,-56.7751122
ebird0639,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS648413170,Brazil,Pará,Fazenda Porangaí,2018,-6.6261898,-49.3648993
ebird0640,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS646815819,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0641,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS645211522,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0642,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS671382990,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2018,-16.5030776,-56.7453337
ebird0643,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS914620849,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2018,-16.5030776,-56.7453337
ebird0644,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS663645661,Brazil,Pará,"68537-000, Canaã dos Carajás BR-PA (-6,4730,-50,1390)",2018,-6.472961,-50.138999
ebird0645,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS643206469,Brazil,Mato Grosso do Sul,"Estrada de acesso a Chácara Demozze (-21,095, -56,387)",2018,-21.0951071,-56.387368
ebird0646,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS642464067,Brazil,Mato Grosso,Pantanal -- Araras Eco-Lodge,2018,-16.5122399,-56.7117691
ebird0647,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS670077492,Brazil,Mato Grosso do Sul,Road to Pousada Aguape,2018,-20.3713769,-55.884612
ebird0648,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS656285898,Brazil,Pará,Sede Porangai,2018,-6.6045971,-49.3609425
ebird0649,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS679763951,Brazil,Mato Grosso,Pantanal--P. Jofre boat on Rio Cuiabá & tributaries,2018,-17.2826279,-56.6988087
ebird0650,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS655750268,Brazil,Mato Grosso,"(-16.6607,-56.7793)",2018,-16.660701,-56.779344
ebird0651,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS639052133,Brazil,Mato Grosso,Reserva Ecologica Jaguar,2018,-17.1027162,-56.9430464
ebird0652,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS654638316,Brazil,Mato Grosso,Reserva Ecologica Jaguar,2018,-17.1027162,-56.9430464
ebird0653,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS653276912,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2018,-17.3645242,-56.7751122
ebird0654,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS666746908,Brazil,Pará,Xinguara--Fazenda Porangaí,2018,-6.6046206,-49.3608332
ebird0655,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS569369381,Brazil,Pará,Mod Z 3,2018,-4.399641,-50.761111
ebird0656,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS669858299,Brazil,Mato Grosso,Pantanal--P. Jofre boat on Rio Cuiabá & tributaries,2018,-17.2826279,-56.6988087
ebird0657,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS645578970,Brazil,Mato Grosso do Sul,Pousada Aguape,2018,-20.0956205,-55.9648456
ebird0658,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS920979134,Brazil,Mato Grosso do Sul,Passo do Lontra--Pantanal Jungle Lodge,2018,-19.576429,-57.030685
ebird0659,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS577463809,Brazil,Mato Grosso do Sul,Refugio Ecologico Caiman,2018,-19.9526426,-56.3044081
ebird0660,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS632895244,Brazil,Piauí,Paraíso das Araras - Hyacinth Camp,2018,-10.101148,-45.371768
ebird0661,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS651089228,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0662,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS639353000,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2018,-17.3645242,-56.7751122
ebird0663,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS663501809,Brazil,Tocantins,Jalapão Ecolodge,2018,-10.1790944,-46.9078714
ebird0664,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS642510799,Brazil,Mato Grosso do Sul,Refugio Ecologico Caiman,2018,-19.9526426,-56.3044081
ebird0665,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS576907699,Brazil,Mato Grosso do Sul,Refugio Ecologico Caiman,2018,-19.9526426,-56.3044081
ebird0666,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS645542491,Brazil,Mato Grosso do Sul,Buraco das Araras,2018,-21.4918073,-56.4031649
ebird0667,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS652768966,Brazil,Mato Grosso,Reserva Ecologica Jaguar,2018,-17.1027162,-56.9430464
ebird0668,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS640949258,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2018,-16.5030776,-56.7453337
ebird0669,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS673851157,Brazil,Pará,"(-6,4522,-50,3137)",2018,-6.452179,-50.313703
ebird0670,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS648895270,Brazil,Mato Grosso,"(-16.6607,-56.7793)",2018,-16.660701,-56.779344
ebird0671,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS670353819,Brazil,Mato Grosso do Sul,Pousada Aguape,2018,-20.0956205,-55.9648456
ebird0672,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS636524680,Brazil,Mato Grosso do Sul,Caiman Lodge-Baía Circuit,2018,-19.964725,-56.315957
ebird0673,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS669853654,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0674,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS641007176,Brazil,Mato Grosso,Pantanal -- Pousada Pouso Alegre,2018,-16.5030776,-56.7453337
ebird0675,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS570310918,Brazil,Pará,Mod Z 3,2018,-4.399641,-50.761111
ebird0676,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS668601926,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0677,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS585613291,Brazil,Mato Grosso do Sul,"(-19,951, -56,306)",2018,-19.9507353,-56.3060846
ebird0678,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS646601084,Brazil,Mato Grosso,Pantanal--Rio Pixaim vicinity,2018,-16.7480953,-56.857471
ebird0679,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS657072359,Brazil,Goiás,"(-13.3513,-46.1709)",2018,-13.351273,-46.170874
ebird0680,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS646715847,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0681,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS825665197,Brazil,Mato Grosso do Sul,Pousada Aguape,2018,-20.095621,-55.964846
ebird0682,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS665176111,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2018,-17.3645242,-56.7751122
ebird0683,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS570311202,Brazil,Pará,"(-4,5747,-50,7574)",2018,-4.574723,-50.757384
ebird0684,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS820987193,Brazil,Mato Grosso do Sul,Pousada Aguape,2018,-20.0956205,-55.9648456
ebird0685,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS652549416,Brazil,Mato Grosso,Reserva Ecologica Jaguar,2018,-17.1027162,-56.9430464
ebird0686,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS650721555,Brazil,Mato Grosso,Pantanal--Pousada Piuval,2018,-16.3786111,-56.6208333
ebird0687,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS568809189,Brazil,Mato Grosso do Sul,"Unnamed Road, Aquidauana, State of Mato Grosso do Sul, BR (-19.964, -56.307)",2018,-19.9636996,-56.3069582
ebird0688,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS641418368,Brazil,Mato Grosso,Poconé--Porto Jofre vicinity,2018,-17.3645242,-56.7751122
ebird0689,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS640404074,Brazil,Mato Grosso,Traspantaneira--km 17,2018,-16.4100075,-56.6735047
ebird0690,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS668443932,Brazil,Mato Grosso,Poconé--Fazenda Santa Tereza (SouthWild Pantanal),2018,-16.7581146,-56.8772335
ebird0691,eBird,URN:CornellLabOfOrnithology:EBIRD:OBS663570206,Brazil,Mato Grosso,"Mato Grosso, BR (-16.757, -56.871)",2018,-16.7568514,-56.8714103
